trakt_id,title,year,director,actors,language,runtime,watchers,votes,comment_count,translations_count,genres,country,certification,rating_1_votes,rating_2_votes,rating_3_votes,rating_4_votes,rating_5_votes,rating_6_votes,rating_7_votes,rating_8_votes,rating_9_votes,rating_10_votes
24221,Skyfall,2012,Sam Mendes,"Daniel Craig, Judi Dench, Javier Bardem",en,143.0,98262,23456,104,39,"action, adventure, thriller",gb,PG-13,125,74,88,228,650,2158,5933,7998,3495,2707
52036,Prometheus,2012,Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron",en,124.0,95717,24524,124,39,"mystery, science-fiction, horror",us,R,257,223,368,731,1503,4460,7490,5493,1919,2080
44653,Brave,2012,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Emma Thompson, Billy Connolly",en,93.0,87762,21769,65,41,"adventure, animation, fantasy, family",us,PG,137,73,119,385,1018,3246,6958,5512,1996,2325
42897,Looper,2012,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt",en,118.0,78446,21172,75,36,"action, science-fiction, thriller",us,R,134,85,128,347,880,3023,7024,6039,2059,1453
52936,Ted,2012,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane",en,107.0,87443,21425,72,36,"comedy, fantasy",us,R,301,271,415,838,1752,4590,6453,3908,1284,1613
46734,21 Jump Street,2012,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Brie Larson",en,109.0,76981,19981,58,37,"action, comedy, crime",us,R,143,114,148,323,979,3081,6338,5402,1717,1736
13937,The Cabin in the Woods,2012,Drew Goddard,"Kristen Connolly, Fran Kranz, Chris Hemsworth",en,95.0,53876,17457,122,37,"horror, mystery, comedy",us,R,216,212,267,444,1000,2539,4780,4271,1881,1847
65936,Life of Pi,2012,Ang Lee,"Suraj Sharma, Irrfan Khan, Ayush Tandon",en,127.0,55760,16540,70,37,"adventure, drama",us,PG,143,89,108,218,536,1540,3864,5595,2515,1932
61867,Silver Linings Playbook,2012,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro",en,122.0,48504,16559,73,39,"comedy, drama, romance",us,R,131,83,127,250,595,1861,4503,5116,2147,1746
55894,Jack Reacher,2012,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins",en,130.0,71180,16309,77,46,"crime, drama, thriller, action",us,PG-13,109,67,84,260,729,2923,5773,3841,1098,1425
27168,Men in Black 3,2012,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin",en,106.0,75734,16207,51,41,"action, comedy, science-fiction",us,PG-13,133,89,145,369,1035,3779,5384,3033,891,1349
56494,Hotel Transylvania,2012,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez",en,91.0,66635,15124,35,39,"animation, comedy, fantasy, family, romance",us,PG,114,72,97,376,728,2448,4932,3527,1167,1663
63693,The Perks of Being a Wallflower,2012,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller",en,103.0,38034,14301,83,33,drama,us,PG-13,82,42,73,164,398,1187,2862,4407,2541,2545
50144,Argo,2012,Ben Affleck,"Ben Affleck, Bryan Cranston, Alan Arkin",en,120.0,46626,14278,66,34,"drama, thriller",us,R,96,53,59,145,369,1336,4142,4999,1861,1218
34095,Dredd,2012,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey",en,96.0,50088,13344,79,33,"action, science-fiction",gb,R,96,104,122,315,679,2270,3839,3439,1156,1324
79928,Pitch Perfect,2012,Jason Moore,"Anna Kendrick, Anna Camp, Brittany Snow",en,112.0,56887,13157,58,37,"comedy, music, romance",us,PG-13,125,97,121,304,568,1770,3754,3292,1251,1875
56495,The Dictator,2012,Larry Charles,"Sacha Baron Cohen, Ben Kingsley, Anna Faris",en,83.0,46380,11800,42,36,comedy,us,R,213,184,309,583,1234,2842,3076,1799,663,897
62551,Cloud Atlas,2012,"Tom Tykwer, Lilly Wachowski, Lana Wachowski","Tom Hanks, Halle Berry, Jim Broadbent",en,172.0,34915,11012,76,38,"drama, science-fiction",us,R,182,119,205,386,722,1796,2608,2427,1204,1362
34086,The Bourne Legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",en,135.0,51587,11303,42,42,"action, thriller",us,PG-13,114,70,136,337,1071,2891,3608,1789,474,813
46685,Total Recall,2012,Len Wiseman,"Colin Farrell, Jessica Biel, Kate Beckinsale",en,118.0,44783,10779,52,38,"action, science-fiction, thriller",us,PG-13,157,122,349,544,1089,2753,3092,1502,457,714
61849,Taken 2,2012,Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen",en,91.0,47589,10513,40,37,"action, crime, thriller",fr,PG-13,122,229,178,455,1024,2852,3012,1449,422,770
60560,Rise of the Guardians,2012,Peter Ramsey,"Chris Pine, Alec Baldwin, Jude Law",en,97.0,38621,9728,40,43,"animation, family, fantasy, action, adventure",us,PG,92,46,57,143,405,1249,2739,2446,1057,1493
56223,The Expendables 2,2012,Simon West,"Sylvester Stallone, Jason Statham, Jet Li",en,103.0,42502,10154,42,39,"action, adventure, thriller",us,R,131,116,165,406,936,2680,2879,1502,454,885
70890,Zero Dark Thirty,2012,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Kyle Chandler",en,157.0,34725,9624,66,37,"drama, thriller",us,R,122,49,67,147,379,1143,3077,2721,1055,864
65754,Flight,2012,Robert Zemeckis,"Denzel Washington, Don Cheadle, Kelly Reilly",en,138.0,33410,9636,35,36,drama,us,R,83,34,39,137,341,1500,3603,2495,675,729
34515,John Carter,2012,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton",en,132.0,37546,9933,59,35,"action, adventure, science-fiction",us,PG-13,128,115,202,446,974,2166,2722,1689,569,922
62636,Moonrise Kingdom,2012,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis",en,94.0,22112,9053,50,33,"comedy, drama, romance",us,PG-13,62,37,53,117,291,841,2124,2923,1473,1132
35415,The Twilight Saga: Breaking Dawn - Part 2,2012,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner",en,115.0,50471,9933,49,43,"drama, fantasy, romance",us,PG-13,477,319,459,726,1260,2023,1745,1107,542,1275
56686,Chronicle,2012,Josh Trank,"Dane DeHaan, Alex Russell, Michael B. Jordan",en,84.0,31966,9312,57,33,"drama, science-fiction, thriller",us,PG-13,104,65,77,228,532,1596,2961,2285,699,765
30479,Battleship,2012,Peter Berg,"Taylor Kitsch, Alexander Skarsgård, Rihanna",en,131.0,40711,9801,70,37,"action, adventure, science-fiction, thriller",us,PG-13,249,269,479,674,1286,2154,2189,1162,410,929
41309,Ice Age: Continental Drift,2012,"Steve Martino, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary",en,88.0,45260,9457,21,40,"adventure, animation, comedy, family",us,PG,113,85,264,370,867,2386,2656,1424,439,853
61710,Sinister,2012,Scott Derrickson,"Ethan Hawke, Juliet Rylance, Vincent D'Onofrio",en,110.0,30804,9281,75,33,"horror, mystery, thriller",us,R,102,64,104,278,662,2008,2816,1948,607,692
59799,Madagascar 3: Europe's Most Wanted,2012,"Conrad Vernon, Tom McGrath, Eric Darnell","Ben Stiller, Chris Rock, David Schwimmer",en,93.0,42450,9060,18,44,"animation, family, comedy, adventure",us,PG,108,73,134,293,694,2064,2760,1531,500,903
41918,Snow White and the Huntsman,2012,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron",en,127.0,36593,9304,50,37,"adventure, drama, fantasy",us,PG-13,157,116,248,688,1265,2689,2288,984,300,569
69197,The Raid,2012,Gareth Evans,"Iko Uwais, Joe Taslim, Donny Alamsyah",id,101.0,25402,8039,60,32,"action, crime, thriller",id,R,66,48,47,113,268,847,1962,2566,1098,1024
59757,The Impossible,2012,J. A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland",en,113.0,22670,8073,45,30,"drama, thriller, history",us,PG-13,70,40,43,98,246,858,2348,2526,925,919
73983,The Hunt,2012,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika",da,116.0,17014,7559,49,34,drama,dk,R,42,18,22,48,121,338,1122,2887,1904,1056
40847,Project X,2012,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown",en,88.0,30459,8233,35,33,comedy,us,R,152,178,162,312,630,1666,2236,1484,545,868
61868,Les Misérables,2012,Tom Hooper,"Hugh Jackman, Russell Crowe, Amanda Seyfried",en,158.0,25702,7901,51,35,"drama, history, musical",us,PG-13,124,113,124,238,366,912,1872,1955,1057,1140
44680,Dark Shadows,2012,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green",en,113.0,30202,8507,37,38,"comedy, fantasy",us,PG-13,128,135,308,513,1130,2395,2141,898,312,547
56931,End of Watch,2012,David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez",en,109.0,22835,7487,51,30,"crime, drama, thriller",us,R,49,40,41,92,228,759,2082,2543,876,777
65319,Seven Psychopaths,2012,Martin McDonagh,"Colin Farrell, Sam Rockwell, Woody Harrelson",en,110.0,19920,7353,55,34,"comedy, crime",gb,R,79,42,68,179,429,1155,2347,1903,572,579
42891,Safe House,2012,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga",en,115.0,28972,7242,42,40,"action, thriller",us,R,61,36,40,159,530,1587,2637,1322,309,561
52594,Resident Evil: Retribution,2012,Paul W. S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez",en,95.0,32178,7539,51,38,"action, horror, science-fiction",us,R,209,321,318,663,1325,1747,1354,715,256,631
36998,Underworld: Awakening,2012,"Måns Mårlind, Björn Stein","Kate Beckinsale, Stephen Rea, Michael Ealy",en,88.0,32762,7107,35,37,"action, fantasy, horror",us,R,111,182,111,292,613,1677,1973,1018,316,814
54196,The Lorax,2012,Chris Renaud,"Danny DeVito, Ed Helms, Zac Efron",en,86.0,33877,6954,23,37,"animation, family, musical",us,PG,110,89,114,261,628,1647,1774,1162,406,763
52492,American Reunion,2012,"Jon Hurwitz, Hayden Schlossberg","Jason Biggs, Alyson Hannigan, Seann William Scott",en,114.0,31065,6903,33,37,comedy,us,R,114,65,113,378,642,1791,1939,950,302,609
55411,The Grey,2012,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo",en,117.0,19964,6154,40,32,"drama, thriller, action, adventure, horror",us,R,91,62,81,261,451,1481,1838,1129,278,482
40813,Wrath of the Titans,2012,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Ralph Fiennes",en,99.0,26450,6225,15,37,"adventure, fantasy, action",us,PG-13,119,184,176,484,1060,1731,1285,592,147,447
53638,Lincoln,2012,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn",en,150.0,17485,5703,25,35,"drama, history",us,PG-13,80,45,58,121,315,857,1795,1414,543,475
53115,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker, Dominic Cooper, Anthony Mackie",en,105.0,23466,6088,39,32,"horror, action, fantasy",us,R,161,142,283,468,987,1575,1274,624,185,388
61815,Lawless,2012,John Hillcoat,"Shia LaBeouf, Tom Hardy, Gary Oldman",en,115.0,18244,5341,21,34,"crime, drama, western",us,R,44,16,44,88,214,870,1873,1304,387,500
53284,Journey 2: The Mysterious Island,2012,Brad Peyton,"Dwayne Johnson, Josh Hutcherson, Vanessa Hudgens",en,94.0,24858,5345,24,36,"action, adventure, science-fiction",us,PG,73,66,147,399,727,1453,1318,540,181,441
42892,This Means War,2012,McG,"Reese Witherspoon, Chris Pine, Tom Hardy",en,98.0,20258,5235,31,30,"action, comedy, romance",us,PG-13,70,116,112,229,514,1367,1469,713,212,433
57060,ParaNorman,2012,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick",en,93.0,17795,4833,33,33,"adventure, animation, comedy, family",us,PG,56,45,44,102,245,894,1517,1077,345,508
44681,Frankenweenie,2012,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau",en,87.0,16476,4767,24,32,"animation, comedy, family",us,PG,60,18,48,99,296,945,1622,985,280,414
50135,The Master,2012,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams",en,137.0,11029,4771,34,32,drama,us,R,70,56,78,165,360,783,1265,1149,433,412
66764,This Is 40,2012,Judd Apatow,"Paul Rudd, Leslie Mann, John Lithgow",en,134.0,19652,4785,42,32,comedy,us,R,94,58,104,233,633,1326,1200,608,141,388
47078,The Woman in Black,2012,James Watkins,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer",en,95.0,13221,4763,32,31,"drama, horror, thriller",gb,PG-13,86,57,115,258,613,1447,1294,542,135,216
34513,Man on a Ledge,2012,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell",en,102.0,15122,4549,24,37,"action, crime, thriller",us,PG-13,57,34,91,121,329,1025,1535,814,209,334
53166,Safe,2012,Boaz Yakin,"Jason Statham, Chris Sarandon, James Hong",en,94.0,18704,4502,18,36,"action, crime, thriller",us,R,50,24,41,116,388,1248,1425,652,171,387
63213,Safety Not Guaranteed,2012,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson",en,86.0,12224,4349,24,26,"comedy, science-fiction, romance",us,R,45,28,35,109,266,937,1297,970,269,393
53306,The Vow,2012,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill",en,104.0,14747,4078,20,32,"drama, romance",us,PG-13,50,25,89,104,231,764,1194,839,312,470
57642,Magic Mike,2012,Steven Soderbergh,"Channing Tatum, Matthew McConaughey, Alex Pettyfer",en,110.0,17454,4332,24,32,"comedy, drama",us,R,95,73,137,251,566,1312,1055,457,119,267
59534,The Watch,2012,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill",en,102.0,17519,4423,25,32,"action, comedy, science-fiction",us,R,131,88,169,351,813,1323,863,345,96,244
84956,"Batman: The Dark Knight Returns, Part 1",2012,Jay Oliva,"Peter Weller, Ariel Winter, David Selby",en,76.0,15107,3739,17,25,"action, animation, mystery, science-fiction",us,PG-13,29,7,9,21,65,285,894,1269,527,633
61102,Lockout,2012,"Stephen St. Leger, James Mather","Guy Pearce, Maggie Grace, Vincent Regan",en,95.0,12796,4124,35,29,"action, science-fiction, thriller",fr,PG-13,91,49,146,242,466,1189,977,531,102,331
5851,Iron Sky,2012,Timo Vuorensola,"Julia Dietze, Christopher Kirby, Götz Otto",en,93.0,12584,4103,52,32,"action, comedy, science-fiction",fi,R,148,116,145,371,584,921,793,504,164,357
66037,Seeking a Friend for the End of the World,2012,Lorene Scafaria,"Steve Carell, Keira Knightley, Connie Britton",en,101.0,10990,3771,30,30,"comedy, drama, romance, adventure",us,R,37,26,62,110,324,903,1094,700,204,311
46735,Killing Them Softly,2012,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn",en,97.0,11501,3932,30,31,"crime, thriller",us,R,94,65,90,259,474,1207,945,494,97,207
34512,Premium Rush,2012,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez",en,91.0,11926,3585,24,28,"action, thriller, crime",us,PG-13,49,23,49,113,318,977,1251,491,99,215
57594,Contraband,2012,Baltasar Kormákur,"Mark Wahlberg, Kate Beckinsale, Ben Foster",en,109.0,13361,3543,15,37,"action, crime, drama, thriller",us,R,70,21,34,127,339,1031,1036,465,106,314
57663,The Campaign,2012,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis",en,85.0,14207,3570,12,32,comedy,us,R,60,38,77,231,531,1187,791,342,85,228
65715,That's My Boy,2012,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester",en,116.0,16301,3578,25,32,comedy,us,R,138,175,169,271,542,853,683,347,131,269
77892,Wolf Children,2012,Mamoru Hosoda,"Aoi Miyazaki, Takao Osawa, Haru Kuroki",ja,117.0,7916,3018,17,25,"drama, fantasy, family, anime",jp,PG,20,9,10,19,46,197,432,1025,667,593
61726,Savages,2012,Oliver Stone,"Taylor Kitsch, Blake Lively, Aaron Taylor-Johnson",en,131.0,10737,3288,24,35,"crime, drama, thriller",us,R,51,35,61,138,321,855,947,472,144,264
41659,Upside Down,2012,Juan Diego Solanas,"Kirsten Dunst, Jim Sturgess, Timothy Spall",en,104.0,8885,3234,31,31,"drama, fantasy, science-fiction, romance",ca,PG-13,54,74,60,145,285,771,831,548,186,280
59861,Get the Gringo,2012,Adrian Grünberg,"Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho",en,96.0,9702,3110,16,34,"action, crime, drama, thriller",us,R,40,24,21,59,167,701,1060,650,112,276
45115,Mirror Mirror,2012,Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer",en,106.0,11085,3181,26,33,"adventure, comedy, fantasy, family",us,PG,78,68,91,249,513,884,614,326,106,252
57603,The Lucky One,2012,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner",en,101.0,12392,2964,11,31,"drama, romance",us,PG-13,30,67,49,81,224,612,873,510,179,339
63228,V/H/S,2012,"Chad Villella, Justin Martinez, Joe Swanberg, Matt Bettinelli-Olpin, Ti West, Adam Wingard, David Bruckner, Glenn McQuaid, Tyler Gillett","Calvin Lee Reeder, Lane Hughes, Kentucker Audley",en,116.0,9068,3126,32,25,"horror, thriller",us,R,81,73,102,236,510,831,644,360,95,194
43517,Red Dawn,2012,Dan Bradley,"Chris Hemsworth, Josh Peck, Josh Hutcherson",en,93.0,12122,3025,24,30,"action, thriller",us,PG-13,122,91,101,233,475,761,542,335,104,260
73817,Ruby Sparks,2012,"Jonathan Dayton, Valerie Faris","Paul Dano, Zoe Kazan, Chris Messina",en,104.0,6963,2730,27,28,"comedy, drama, fantasy, romance",us,R,35,13,15,41,115,407,896,721,236,251
54756,Goon,2012,Michael Dowse,"Seann William Scott, Marc-André Grondin, Alison Pill",en,92.0,9784,2791,17,26,"comedy, drama",us,R,47,22,37,75,181,659,803,525,134,308
65935,Here Comes the Boom,2012,Frank Coraci,"Kevin James, Salma Hayek Pinault, Henry Winkler",en,105.0,11236,2811,21,27,"comedy, action, drama",us,PG,51,28,51,157,251,700,813,375,118,267
54692,God Bless America,2012,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Melinda Page Hamilton",en,104.0,7212,2688,23,23,"comedy, drama, crime",us,R,49,22,22,77,134,438,727,626,219,374
93923,Paperman,2012,John Kahrs,"John Kahrs, Kari Wahlgren, Jeff Turley",en,7.0,7224,2481,10,23,"animation, romance, family, comedy, fantasy",us,G,15,7,5,10,37,129,410,854,546,468
43742,Silent Hill: Revelation 3D,2012,MJ Bassett,"Adelaide Clemens, Sean Bean, Radha Mitchell",en,94.0,10560,2890,25,32,"horror, mystery, thriller",ca,R,122,154,183,365,577,655,395,213,65,156
55799,Act of Valor,2012,"Mike McCoy, Scott Waugh","Roselyn Sánchez, Jason Cottle, Alex Veadov",en,110.0,9540,2557,18,29,"action, thriller, war",us,R,65,85,42,104,164,574,573,436,155,359
61708,House at the End of the Street,2012,Mark Tonderai,"Jennifer Lawrence, Max Thieriot, Nolan Gerard Funk",en,101.0,8088,2729,18,28,"horror, thriller",us,PG-13,86,48,99,256,460,790,553,246,60,131
50211,The Iceman,2012,Ariel Vromen,"Michael Shannon, Winona Ryder, Ray Liotta",en,105.0,7101,2462,8,29,"crime, drama, thriller",us,R,24,9,19,42,111,607,851,492,98,209
62121,Paranormal Activity 4,2012,"Henry Joost, Ariel Schulman","Katie Featherston, Kathryn Newton, Matt Shively",en,87.0,9919,2807,17,37,horror,us,R,105,172,214,407,594,578,389,153,43,152
83096,Marvel One-Shot: Item 47,2012,Louis D'Esposito,"Lizzy Caplan, Jesse Bradford, Maximiliano Hernández",en,12.0,11828,2453,9,20,"action, fantasy, science-fiction, superhero",us,,26,9,33,39,171,650,870,397,105,153
1170,Captain America: The First Avenger,2011,Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan",en,124.0,156295,40065,109,40,"action, adventure, science-fiction, superhero",us,PG-13,267,176,274,658,1817,6131,12463,10528,3491,4259
5408,Thor,2011,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",en,115.0,149539,38450,103,41,"action, adventure, fantasy, superhero",us,PG-13,248,265,408,1124,2473,7289,12334,8229,2532,3547
7229,Harry Potter and the Deathly Hallows: Part 2,2011,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint",en,130.0,158887,35593,84,44,"adventure, fantasy",gb,PG-13,236,113,139,281,748,2375,5865,10677,6677,8481
34517,X-Men: First Class,2011,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence",en,132.0,90594,23076,73,40,"action, adventure, science-fiction, superhero",us,PG-13,118,75,87,207,650,2446,6715,7975,2544,2259
46736,Drive,2011,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston",en,100.0,68401,22026,155,35,"crime, drama, thriller",us,R,195,162,181,400,765,2214,4948,6573,3508,3080
44345,Rise of the Planet of the Apes,2011,Rupert Wyatt,"Andy Serkis, James Franco, Freida Pinto",en,105.0,80671,20924,71,39,"action, drama, science-fiction, thriller",us,PG-13,139,64,58,153,482,1970,6161,7440,2364,2093
57181,The Intouchables,2011,"Éric Toledano, Olivier Nakache","François Cluzet, Omar Sy, Anne Le Ny",fr,113.0,54771,19174,72,40,"comedy, drama",fr,R,81,43,33,89,228,675,2281,5421,5295,5028
36449,Limitless,2011,Neil Burger,"Bradley Cooper, Robert De Niro, Abbie Cornish",en,106.0,66727,19964,60,37,"mystery, science-fiction, thriller",us,PG-13,94,55,89,232,633,2593,5614,6020,2246,2388
1244,Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,"Johnny Depp, Penélope Cruz, Geoffrey Rush",en,136.0,90571,19487,34,41,"action, adventure, fantasy",gb,PG-13,154,173,457,712,1672,4140,5563,3505,1168,1943
40108,Mission: Impossible - Ghost Protocol,2011,Brad Bird,"Tom Cruise, Paula Patton, Simon Pegg",en,133.0,81842,17707,67,44,"action, adventure, thriller",us,PG-13,119,54,55,174,461,1947,6007,5417,1755,1718
31151,Source Code,2011,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga",en,93.0,64188,17425,76,36,"mystery, science-fiction, thriller",ca,PG-13,92,43,64,182,536,2052,5587,5512,1774,1583
34516,In Time,2011,Andrew Niccol,"Amanda Seyfried, Justin Timberlake, Cillian Murphy",en,109.0,66250,17603,84,35,"action, science-fiction, thriller",us,PG-13,154,118,297,543,1130,3090,5438,3828,1444,1561
41908,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Robert Downey Jr., Jude Law, Noomi Rapace",en,129.0,66075,15949,41,41,"adventure, mystery, crime",us,PG-13,103,59,92,259,631,2062,4834,4701,1515,1693
30842,The Hangover Part II,2011,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis",en,102.0,65815,16168,38,40,comedy,us,R,204,169,363,644,1435,3965,4805,2490,829,1264
36131,Fast Five,2011,Justin Lin,"Vin Diesel, Paul Walker, Jordana Brewster",en,131.0,65202,14930,71,39,"action, crime, thriller",us,PG-13,187,102,136,282,778,2167,4650,3488,1219,1920
35436,"Crazy, Stupid, Love.",2011,"Glenn Ficarra, John Requa","Steve Carell, Ryan Gosling, Julianne Moore",en,118.0,50821,14475,64,39,"comedy, drama, romance",us,PG-13,85,39,88,176,461,1827,4578,4306,1472,1442
24763,Transformers: Dark of the Moon,2011,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Peter Cullen",en,154.0,63383,14692,58,38,"action, adventure, science-fiction",us,PG-13,284,312,543,858,1376,3498,3534,2075,647,1565
47598,The Girl with the Dragon Tattoo,2011,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer",en,158.0,42329,13472,53,37,"crime, mystery, thriller",us,R,88,44,63,132,334,1322,3503,4683,1877,1426
34439,Kung Fu Panda 2,2011,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman",en,91.0,61351,13623,41,39,"animation, family, comedy, action",us,PG,97,46,53,176,510,2004,4553,3429,1163,1592
34064,Cars 2,2011,John Lasseter,"Larry the Cable Guy, Owen Wilson, Michael Caine",en,106.0,65574,14468,45,42,"adventure, animation, comedy, family",us,G,234,245,437,889,1631,3752,3422,1939,622,1297
25724,Contagion,2011,Steven Soderbergh,"Marion Cotillard, Matt Damon, Laurence Fishburne",en,106.0,50672,13134,85,39,"drama, science-fiction, thriller",us,PG-13,112,58,89,238,773,2776,4602,2811,753,922
25482,Real Steel,2011,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly",en,127.0,52872,12807,53,33,"action, drama, science-fiction",us,PG-13,103,62,116,267,700,2232,4001,2831,973,1522
43154,Moneyball,2011,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman",en,134.0,40355,12386,39,37,drama,us,PG-13,62,22,32,95,214,1133,3825,4325,1511,1167
36171,Horrible Bosses,2011,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis",en,98.0,48194,11959,52,36,"comedy, crime",us,R,111,91,122,343,817,2667,4012,2307,614,875
24185,Super 8,2011,J.J. Abrams,"Joel Courtney, Elle Fanning, Riley Griffiths",en,112.0,37515,11602,54,37,"science-fiction, mystery, thriller",us,PG-13,110,71,85,268,565,2025,3818,2918,752,990
30533,Rango,2011,Gore Verbinski,"Johnny Depp, Isla Fisher, Ned Beatty",en,107.0,44658,11339,40,35,"adventure, animation, comedy, western, family",us,PG,135,94,116,258,580,1876,3367,2877,904,1131
34068,Insidious,2011,James Wan,"Patrick Wilson, Rose Byrne, Lin Shaye",en,102.0,41744,11475,63,34,"horror, thriller",us,PG-13,117,94,159,346,695,2332,3521,2395,822,994
30549,Green Lantern,2011,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard",en,114.0,50104,12674,43,34,"action, adventure, science-fiction, superhero",us,PG-13,513,717,938,1488,2490,2868,1960,835,229,636
34924,The Help,2011,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard",en,146.0,34341,10195,39,37,drama,us,PG-13,71,29,39,76,180,642,1841,3449,1927,1940
31645,Rio,2011,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Leslie Mann",en,96.0,51859,10825,22,39,"adventure, animation, comedy, family, musical",us,G,107,51,69,262,692,2230,3582,2057,658,1117
35353,Friends with Benefits,2011,Will Gluck,"Justin Timberlake, Mila Kunis, Jenna Elfman",en,109.0,41792,10528,25,39,"comedy, romance",us,R,101,89,138,351,831,2549,3355,1697,537,880
25703,Paul,2011,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen",en,104.0,40131,10108,45,37,"adventure, comedy, science-fiction",us,R,100,74,120,284,669,2045,3207,1973,635,1001
41789,Puss in Boots,2011,Chris Miller,"Antonio Banderas, Salma Hayek Pinault, Zach Galifianakis",en,90.0,43870,10111,22,42,"animation, family, adventure, comedy, action",us,PG,101,72,119,294,782,2522,3165,1784,475,796
24500,The Adjustment Bureau,2011,George Nolfi,"Matt Damon, Emily Blunt, John Slattery",en,106.0,37187,9684,59,32,"thriller, romance, science-fiction",us,PG-13,103,36,68,149,463,1706,3269,2266,709,914
42600,Warrior,2011,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte",en,140.0,28133,8938,57,35,"drama, action",us,PG-13,59,24,21,50,153,597,1755,3114,1657,1508
10752,The Adventures of Tintin,2011,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig",en,107.0,30343,9287,20,37,"adventure, animation, mystery",us,PG,102,46,62,187,409,1424,2932,2411,785,929
